Vehicle Type,Public Vehicle Number,Status,Vehicle Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,Company Name,Address,City,State,ZIP Code,Taxi Affiliation,Taxi Medallion License Management ,Record ID
Ambulance,5484,ACTIVE,FORD,E350,2014,WHITE/BLUE,Gasoline,N,"ATI VANDENBERG AMBULANCE, INC.",8400 W. 183RD ST.,TINLEY PARK,IL,60477,,,5484Ambulance
Taxi,4782,ACTIVE,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,HASINA CORP,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Chicago Taxicab Management Inc.,4782Taxi
Livery,7537,RESERVED,CHEVROLET,SUBURBAN,2023,BLACK,Gasoline,N,"WASAN LIMO, INC.",5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,7537Livery
Taxi,6646,SURRENDER,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,SLOBOMIR KAPUR CORP,1723 N. KARLOV AVE.,CHICAGO,IL,60639,DIS-AFFILIATED,Owner Manager,6646Taxi
Taxi,1690,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,JOT CAB CO,2532 W. WARREN BLVD.,CHICAGO,IL,60612,Independent1,Owner-Operator,1690Taxi
Taxi,3069,VIOLATION,TOYOTA,SIENNA,2014,WHITE,Gasoline,N,JANVIER CAB CO,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630,DIS-AFFILIATED,Owner-Operator,3069Taxi
Taxi,5856,VIOLATION,TOYOTA,PRIUS,2013,BLUE/WHITE,Hybrid,N,"PARAMOUNT TAXI, INC",4020 W. GLENLAKE AVE.,CHICAGO,IL,60646,Koam Taxi Association,Owner Manager,5856Taxi
Taxi,4378,SURRENDER,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,D.H. CAB CO,9696 W. FOSTER AVE.,CHICAGO,IL,60656,DIS-AFFILIATED,Owner Manager,4378Taxi
Taxi,6061,ACTIVE,TOYOTA,SIENNA,2021,GRAY,Hybrid,N,SAVE TAXI CO,2532 W. WARREN BLVD.,CHICAGO,IL,60612,Independent1,Owner-Operator,6061Taxi
Taxi,5298,SURRENDER,TOYOTA,CAMRY,2015,BLUE/WHITE,Hybrid,N,KAALA JUTT CAB COMPANY,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc.",5298Taxi
Taxi,5086,ACTIVE,DODGE,CARAVAN,2013,WHITE,Flex Fuel,N,"OX-BEE TRANS, INC",2601 W. PETERSON AVE.,CHICAGO,IL,60659,City Service Taxi Association,Owner-Operator,5086Taxi
Charter Sightseeing,11595,INACTIVE,FORD,F650,2007,BLACK,Gasoline,N,CAREY LIMOUSINE CHICAGO INC,6321 N. AVONDALE AVE.,CHICAGO,IL,60631,,,11595Charter Sightseeing
Taxi,4759,ACTIVE,TOYOTA,CAMRY,2014,BLUE/WHITE,Hybrid,N,PRIME TAXI CORP.,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,Owner Manager,4759Taxi
Taxi,436,VIOLATION,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,VASKEN CAB INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,436Taxi
Taxi,5960,VIOLATION,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,NBA TAXI INC II,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646,DIS-AFFILIATED,Owner Manager,5960Taxi
Livery,70184,ACTIVE,LINCOLN,NAVIGATOR L,2022,BLACK,Gasoline,N,SHAIK'S LLC,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,70184Livery
Taxi,6039,FORECLOSURE,TOYOTA,CAMRY,2015,WHITE,Hybrid,N,E-RUN PAYMA CORP,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner Manager,6039Taxi
Livery,9684,ACTIVE,LINCOLN,NAVIGATOR L,2022,BLACK,Gasoline,N,"AH & YAR, INC.",5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,9684Livery
Taxi,5407,VIOLATION,TOYOTA,CAMRY,2016,WHITE,Hybrid,N,CELEBRITY CAB CO INC,2235 W. MAYPOLE AVE.,CHICAGO,IL,60612,DIS-AFFILIATED,Owner Manager,5407Taxi
Taxi,2114,ACTIVE,TOYOTA,PRIUS,2017,WHITE,Hybrid,N,FIRST CIVIC CORP,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner Manager,2114Taxi
Medicar,5828,INACTIVE,FORD,E250,2006,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,395  LAKE ST.,ELMHURST,IL,60126,,,5828Medicar
Taxi,2348,ACTIVE,TOYOTA,CAMRY,2015,WHITE,Hybrid,N,BARAKA 34 INC,4648 N. KILBOURN AVE.,CHICAGO,IL,60630,Independent1,Owner-Operator,2348Taxi
Taxi,1331,VIOLATION,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,NEW AMSTERDAM LEASING CORP.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,1331Taxi
Taxi,6551,VIOLATION,FORD,ESCAPE,2012,WHITE,Hybrid,N,NIKO CAB CORP.,2617 S. WABASH AVE.,CHICAGO,IL,60616,DIS-AFFILIATED,Owner Manager,6551Taxi
Taxi,2355,ACTIVE,TOYOTA,PRIUS,2017,WHITE,Hybrid,N,AL-MEDINA TAXI INC,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner-Operator,2355Taxi
Livery,8227,ACTIVE,LINCOLN,NAVIGATOR,2018,BLACK,Gasoline,N,EXECUTIVE LIMO SERVICE INC,5905 S. KEDZIE AVE.,CHICAGO,IL,60629,,,8227Livery
Livery,9294,ACTIVE,AUDI,A8,2021,BLACK,Gasoline,N,ALBERT L ELEKES,5010 W. LAWRENCE AVE.,CHICAGO,IL,60630,,,9294Livery
Livery,9584,RESERVED,LINCOLN,NAVIGATOR,2017,BLACK,Gasoline,N,KRAL INC,4258 W. LAWRENCE AVE.,CHICAGO,IL,60630,,,9584Livery
Livery,70835,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,70835Livery
Livery,70836,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,70836Livery
Taxi,4181,ACTIVE,TOYOTA,PRIUS,2010,WHITE,Hybrid,N,FARHAN TRANSPORTATION INC.,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner Manager,4181Taxi
Ambulance,5694,RESERVED,FORD,E350,2010,WHITE,Gasoline,N,"LIFELINE AMBULANCE, LLC",3737  CHASE AVE.,SKOKIE,IL,60076,,,5694Ambulance
Taxi,6078,VIOLATION,FORD,ESCAPE,2012,WHITE,Hybrid,N,BROWN EYES CAB CORP.,2617 S. WABASH AVE.,CHICAGO,IL,60616,EXPIRED AFFILIATION,Owner Manager,6078Taxi
Livery,7130,RESERVED,LINCOLN,NAVIGATOR L,2022,BLACK,Gasoline,N,D M LIMO INC.,380 E. 71ST ST.,CHICAGO,IL,60619,,,7130Livery
Taxi,2330,SURRENDER,TOYOTA,PRIUS,2016,ORANGE,Hybrid,N,MR. TAXI INC.,4301 W. MONTROSE AVE.,CHICAGO,IL,60641,WOLLEY TAXI,Owner Manager,2330Taxi
Livery,7266,RESERVED,LINCOLN,AVIATOR,2020,BLACK,Gasoline,N,996 SERVICES INC,351 E. 25TH PL.,CHICAGO,IL,60616,,,7266Livery
Taxi,5582,ACTIVE,TOYOTA,CAMRY,2017,YELLOW,Hybrid,N,ATLAS 22 CORP,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,Yellow Cab Association,Owner-Operator,5582Taxi
Livery,9893,ACTIVE,GMC,YUKON,2023,BLACK,Gasoline,N,LUCKY LIVERY INC,5905 S. KEDZIE AVE.,CHICAGO,IL,60629,,,9893Livery
Taxi,3400,SURRENDER,TOYOTA,CAMRY,2015,WHITE,Hybrid,N,3400 CAB CORP.,2601 W. PETERSON AVE.,CHICAGO,IL,60659,DIS-AFFILIATED,Owner Manager,3400Taxi
Livery,7078,RESERVED,LINCOLN,CONTINENTAL,2019,BLACK,Gasoline,N,EXCLUSIVE DRIVE INC.,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,7078Livery
Livery,7482,ACTIVE,GMC,YUKON XL,2022,BLACK,Gasoline,N,ADDIS LIMO INC.,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,7482Livery
Livery,8254,ACTIVE,CHEVROLET,SUBURBAN,2022,BLACK,Gasoline,N,PERFECT LIMO SERVICE COMPANY,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,8254Livery
Taxi,6081,SURRENDER,TOYOTA,CAMRY,2014,WHITE/BLUE/STRIPES,Hybrid,N,IDEAL CAB COMPANY,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",6081Taxi
Taxi,1070,ACTIVE,TOYOTA,SIENNA,2020,WHITE/BLACK/STRIPES,Gasoline,Y,DIVINE GOD CORP,8822 S. ADA ST.,CHICAGO,IL,60620,Independent1,Owner-Operator,1070Taxi
Ambulance,5695,RESERVED,FORD,E350,2010,WHITE,Gasoline,N,"LIFELINE AMBULANCE, LLC",3737  CHASE AVE.,SKOKIE,IL,60076,,,5695Ambulance
Taxi,2193,ACTIVE,TOYOTA,CAMRY,2016,BLUE,Hybrid,N,MAYFAIR CAB LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,NORTHSTAR AFFILIATION,Star North Management LLC,2193Taxi
Livery,9725,ACTIVE,CADILLAC,XTS,2018,BLACK,Gasoline,N,LUCKY LIVERY INC,5905 S. KEDZIE AVE.,CHICAGO,IL,60629,,,9725Livery
Taxi,5487,VIOLATION,FORD,ESCAPE,2012,WHITE,Hybrid,N,"LUCKY SEVEN CHICAGO, INC.",2617 S. WABASH AVE.,CHICAGO,IL,60616,EXPIRED AFFILIATION,Owner Manager,5487Taxi
Taxi,3582,VIOLATION,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,PAAC CORP,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,3582Taxi
Pedicab,186,ACTIVE,MANMADE,BROADWAY,2014,BLACK,Pedal,N,MBL PEDICAB LLC,8708 W. BERWYN AVE.,CHICAGO,IL,60656,,,186Pedicab
Livery,9282,ACTIVE,FORD,EXPEDITION,2022,BLACK,Gasoline,N,AMPAK USA INC,3753 W. LAWRENCE AVE.,CHICAGO,IL,60625,,,9282Livery
Pedicab,187,ACTIVE,MANMADE,BROADWAY,2014,BLACK,Pedal,N,MBL PEDICAB LLC,8708 W. BERWYN AVE.,CHICAGO,IL,60656,,,187Pedicab
Taxi,2594,ACTIVE,TOYOTA,COROLLA,2020,WHITE,Hybrid,N,ABAZA TRANS INC,2154 W. CERMAK RD.,CHICAGO,IL,60608,Independent1,Owner-Operator,2594Taxi
Taxi,6852,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,2350 W. OGDEN AVE.,CHICAGO,IL,60608,,,6852Taxi
Taxi,3503,VIOLATION,TOYOTA,SIENNA,2017,WHITE,Gasoline,N,HANIFA A. GODER,9696 W. FOSTER AVE.,CHICAGO,IL,60656,DIS-AFFILIATED,Owner Manager,3503Taxi
Taxi,5812,ACTIVE,TOYOTA,CAMRY,2013,WHITE/BLACK/STRIPES,Hybrid,N,ADRIAN CAB CO.,5320 N. LOWELL AVE.,CHICAGO,IL,60630,Independent1,Owner-Operator,5812Taxi
Taxi,1706,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,BUDDHA BUD INC,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630,Globe Taxi Association Inc,Owner Manager,1706Taxi
Taxi,4394,VIOLATION,TOYOTA,PRIUS,2012,WHITE,Hybrid,N,KELLY CAB CO,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,4394Taxi
Taxi,1033,VIOLATION,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,CHICAGO MEDALLION SIX LLC.,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Chicago Taxicab Management Inc.,1033Taxi
Taxi,6969,REVOKED,,,,,Gasoline,N,CITY OF CHICAGO BACP,2350 W. OGDEN AVE.,CHICAGO,IL,60608,,,6969Taxi
Livery,8775,ACTIVE,LINCOLN,AVIATOR,2022,BLACK,Gasoline,N,TRANS-OPS SYNDICATE INC.,1221 N. DEARBORN ST.,CHICAGO,IL,60610,,,8775Livery
Livery,7307,ACTIVE,CHEVROLET,SUBURBAN,2017,BLACK,Gasoline,N,NIGHTSTAR INC,5030 N. MARINE DR.,CHICAGO,IL,60640,,,7307Livery
Livery,9291,ACTIVE,FORD,EXPEDITION,2021,BLACK,Gasoline,N,CHICAGO COACH LIMOUSINE INC,5820 N. WESTERN AVE.,CHICAGO,IL,60659,,,9291Livery
Taxi,1377,VIOLATION,TOYOTA,CAMRY,2011,WHITE,Hybrid,N,"IL 1, CORP.",3801 N. ELSTON AVE.,CHICAGO,IL,60618,EXPIRED AFFILIATION,Owner Manager,1377Taxi
Taxi,2543,ACTIVE,TOYOTA,SIENNA,2022,WHITE,Hybrid,N,SJC BALENG INC,6011 N. WINTHROP AVE.,CHICAGO,IL,60660,Independent1,Owner-Operator,2543Taxi
Taxi,6089,VIOLATION,FORD,ESCAPE,2012,WHITE,Hybrid,N,"LUCKY SEVEN CHICAGO ONE, INC.",2617 S. WABASH AVE.,CHICAGO,IL,60616,EXPIRED AFFILIATION,Owner Manager,6089Taxi
Taxi,3995,ACTIVE,FORD,ESCAPE,2012,BLUE,Hybrid,N,M.B.R.K CAB CORP,4307 N. KEYSTONE AVE.,CHICAGO,IL,60641,Independent2,Owner-Operator,3995Taxi
Taxi,2869,SURRENDER,CHEVROLET,IMPALA,2014,WHITE,Gasoline,N,M.R.M. CORP,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646,DIS-AFFILIATED,Owner-Operator,2869Taxi
Taxi,4807,VIOLATION,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,1716 TRANSPORT LLC,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630,DIS-AFFILIATED,Owner Manager,4807Taxi
Taxi,5744,VIOLATION,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,"BRAHO, INC.",2601 W. PETERSON AVE.,CHICAGO,IL,60659,DIS-AFFILIATED,Owner-Operator,5744Taxi
Taxi,6084,VIOLATION,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,"TAXI MEDALLION GROUP,LLC-SERIES XIX",4175 N. ELSTON AVE.,CHICAGO,IL,60618,DIS-AFFILIATED,Owner Manager,6084Taxi
Taxi,5149,ACTIVE,TOYOTA,PRIUS,2014,YELLOW,Hybrid,N,K. R. I. ENT INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,Yellow Cab Association,Owner Manager,5149Taxi
Taxi,4913,SURRENDER,TOYOTA,CAMRY,2019,YELLOW,Hybrid,N,MBD CAB CO,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,Yellow Cab Association,Owner Manager,4913Taxi
Taxi,5042,ACTIVE,TOYOTA,RAV4,2019,ORANGE,Hybrid,N,W TAXI INC.,4301 W. MONTROSE AVE.,CHICAGO,IL,60641,WOLLEY TAXI,Owner Manager,5042Taxi
Livery,7396,RESERVED,CHEVROLET,SUBURBAN,2023,BLACK,Gasoline,N,VANMARC INC,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,7396Livery
Livery,70837,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,70837Livery
Livery,70838,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,70838Livery
Livery,9551,VIOLATION,LINCOLN,CONTINENTAL,2017,BLACK,Gasoline,N,M & M LIMOUSINE SERVICE INC,200 E. RANDOLPH ST.,CHICAGO,IL,60601,,,9551Livery
Taxi,2909,VIOLATION,TOYOTA,CAMRY,2017,WHITE,Gasoline,N,FRIENDLY CAB COMPANY,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,2909Taxi
Livery,7408,ACTIVE,LINCOLN,AVIATOR,2023,BLACK,Gasoline,N,B W LIMO INC,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,7408Livery
Horse Drawn Carriage,6,INACTIVE,MARTIN,VIS-A-VIS,2015,,Horse,N,ANTIQUE COACH & CARRIAGE CO,1621 W. BERWYN AVE.,CHICAGO,IL,60640,,,6Horse Drawn Carriage
Livery,7684,RESERVED,CHEVROLET,SUBURBAN,2020,BLACK,Gasoline,N,Z LIVERY INC,6137 N. SEELEY AVE.,CHICAGO,IL,60659,,,7684Livery
Livery,8918,ACTIVE,FORD,EXPEDITION,2023,BLACK,Gasoline,N,DANAYAL LIMOUSINE INC.,3530 W. PETERSON AVE.,CHICAGO,IL,60659,,,8918Livery
Livery,9504,SURRENDER,CHEVROLET,TRAVERSE,2014,DARK GRAY,Gasoline,N,FIRST CHOICE CHICAGO LIMOUSINE INC.,4914 N. NASHVILLE AVE.,CHICAGO,IL,60656,,,9504Livery
Taxi,6104,VIOLATION,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,STANDARD TAXI CORP. #III,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646,DIS-AFFILIATED,Owner Manager,6104Taxi
Taxi,5074,SURRENDER,TOYOTA,PRIUS,2012,WHITE/BLACK/STRIPES,Hybrid,N,AHZMI INC,5765 N. LINCOLN AVE.,CHICAGO,IL,60659,Independent1,Owner Manager,5074Taxi
Ambulance,4875,INACTIVE,,,,,Gasoline,N,TOWER AMBULANCE,5567 N. ELSTON AVE.,CHICAGO,IL,60630,,,4875Ambulance
Livery,7139,ACTIVE,GMC,YUKON XL,2023,BLACK,Gasoline,N,LUCKY LIVERY INC,5905 S. KEDZIE AVE.,CHICAGO,IL,60629,,,7139Livery
Taxi,5987,VIOLATION,NISSAN,ALTIMA,2011,WHITE,Hybrid,N,ALOHA TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,DIS-AFFILIATED,Owner Manager,5987Taxi
Charter Sightseeing,13101,INACTIVE,FORD,F550,1996,WHITE,Gasoline,N,REVOLUTION MARKETING LLC,600 W. CHICAGO AVE.,CHICAGO,IL,60654,,,13101Charter Sightseeing
Taxi,1832,ACTIVE,TOYOTA,CAMRY,2014,WHITE/BLACK/STRIPES,Hybrid,N,MARUTHI 1832 INC,2532 W. WARREN BLVD.,CHICAGO,IL,60612,Independent1,Owner Manager,1832Taxi
Taxi,5936,VIOLATION,TOYOTA,CAMRY,2013,GRAY/WHITE,Hybrid,N,NAKFA CORP.,6550 N. CLARK ST.,CHICAGO,IL,60626,Choice Taxi Association Inc,Owner Manager,5936Taxi
Livery,9782,ACTIVE,CHEVROLET,SUBURBAN,2018,BLACK,Gasoline,N,JERUSALEM LIMO INC.,5632 W. HENDERSON ST.,CHICAGO,IL,60634,,,9782Livery
Pedicab,197,ACTIVE,MANMADE,WAGON,2016,BLACK,Pedal,N,MBL PEDICAB LLC,8708 W. BERWYN AVE.,CHICAGO,IL,60656,,,197Pedicab
Livery,7817,ACTIVE,CHEVROLET,SUBURBAN,2020,BLACK,Gasoline,N,FK TRANSPORT INC.,6245 N. CLAREMONT AVE.,CHICAGO,IL,60659,,,7817Livery
Taxi,1418,ACTIVE,TOYOTA,CAMRY,2016,YELLOW,Hybrid,N,SUSU TAXI INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,Yellow Cab Association,Owner Manager,1418Taxi
Taxi,3911,VIOLATION,FORD,ESCAPE,2012,WHITE,Hybrid,N,VIOLET ZONE CAB CO.,2617 S. WABASH AVE.,CHICAGO,IL,60616,EXPIRED AFFILIATION,Owner Manager,3911Taxi
Taxi,5621,VIOLATION,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,MALLAM CAB CO,8558 S. HOUSTON AVE.,CHICAGO,IL,60617,DIS-AFFILIATED,Owner Manager,5621Taxi
Livery,8935,VIOLATION,LINCOLN,CONTINENTAL,2018,BLACK,Gasoline,N,MY FIRST LIMOUSINE SERVICE INC,4725 N. LARAMIE AVE.,CHICAGO,IL,60630,,,8935Livery
Taxi,349,ACTIVE,TOYOTA,RAV4,2022,WHITE,Hybrid,N,"ZEHARA EFFA, INC",2601 W. PETERSON AVE.,CHICAGO,IL,60659,City Service Taxi Association,Owner-Operator,349Taxi
Taxi,1726,ACTIVE,TOYOTA,SIENNA,2019,WHITE,Gasoline,Y,AA1 TAXI INC,6546 N. MOZART ST.,CHICAGO,IL,60645,Independent1,Owner Manager,1726Taxi
Taxi,1248,VIOLATION,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,BIG APPLE CAB ONE CO.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,1248Taxi
Ambulance,894303,INACTIVE,FORD,E350,2011,WHITE/RED/BLUE,Gasoline,N,"E R AMBULANCE, INC.",7355 S. EXCHANGE AVE.,CHICAGO,IL,60649,,,894303Ambulance
Taxi,5675,INACTIVE,FORD,WINDSTAR,2001,WHITE,Gasoline,N,CITY OF CHICAGO BACP,2350 W. OGDEN AVE.,CHICAGO,IL,60608,DIS-AFFILIATED,,5675Taxi
Taxi,6258,VIOLATION,VPG,MV-1,2012,WHITE,Compressed Natural Gas,Y,ZHANET CAB CORP,2617 S. WABASH AVE.,CHICAGO,IL,60616,EXPIRED AFFILIATION,Owner Manager,6258Taxi
Taxi,5624,VIOLATION,TOYOTA,CAMRY,2010,WHITE,Hybrid,N,ANGEL TAXI CORP,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,5624Taxi
Livery,7174,ACTIVE,LINCOLN,NAVIGATOR,2022,BLACK,Gasoline,N,MIA BRASOV LTD,1630 W. HIGHLAND AVE.,CHICAGO,IL,60660,,,7174Livery
Taxi,5592,VIOLATION,TOYOTA,PRIUS,2014,WHITE,Hybrid,N,"NATLON HOLDINGS, CORP.",3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,5592Taxi
Taxi,5626,REVOKED,TOYOTA,VENZA,2013,WHITE,Gasoline,N,"ZUWA, INC",3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner-Operator,5626Taxi
Livery,8482,ACTIVE,LINCOLN,CORSAIR,2023,BLACK,Gasoline,N,SATS INC.,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,8482Livery
Taxi,5636,VIOLATION,FORD,CROWN VICTORIA,2011,WHITE,Flex Fuel,N,BORDEP INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner-Operator,5636Taxi
Livery,70839,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,,70839Livery
Taxi,1562,ACTIVE,TOYOTA,CAMRY,2015,BLACK,Gasoline,N,LUXENATURALLE LLC,2532 W. WARREN BLVD.,CHICAGO,IL,60612,Independent1,Owner-Operator,1562Taxi
Taxi,1480,VIOLATION,TOYOTA,PRIUS,2014,WHITE,Hybrid,N,"FIERI, CORP",2601 W. PETERSON AVE.,CHICAGO,IL,60659,DIS-AFFILIATED,Owner-Operator,1480Taxi
Taxi,280,ACTIVE,TOYOTA,COROLLA,2016,WHITE,Gasoline,N,GARBACZ INC,2601 W. PETERSON AVE.,CHICAGO,IL,60659,City Service Taxi Association,Owner-Operator,280Taxi
Taxi,4375,ACTIVE,TOYOTA,RAV4,2020,WHITE,Hybrid,N,SENAIT TRANS INC,2601 W. PETERSON AVE.,CHICAGO,IL,60659,City Service Taxi Association,Owner-Operator,4375Taxi
Taxi,3864,VIOLATION,VPG,MV-1,2012,WHITE,Compressed Natural Gas,Y,"CHICAGO POLO IX, INC.",2617 S. WABASH AVE.,CHICAGO,IL,60616,EXPIRED AFFILIATION,Owner Manager,3864Taxi
Livery,7571,ACTIVE,VOLVO,S90,2023,BLACK,Gasoline,N,DDSSBOS LLC,2251 S. THROOP ST.,CHICAGO,IL,60608,,,7571Livery
Taxi,2012,ACTIVE,TOYOTA,COROLLA,2017,WHITE,Gasoline,N,ITHAKA CAB CORP,3452 N. ELSTON AVE.,CHICAGO,IL,60618,Top Cab Association,Top Cab Corp.,2012Taxi
Livery,9976,ACTIVE,LINCOLN,NAUTILUS,2023,BLACK,Gasoline,N,D M LIMO INC.,380 E. 71ST ST.,CHICAGO,IL,60619,,,9976Livery
Taxi,6261,VIOLATION,FORD,ESCAPE,2012,WHITE,Hybrid,N,CHICAGO SEVEN CAB INC,2617 S. WABASH AVE.,CHICAGO,IL,60616,EXPIRED AFFILIATION,Owner Manager,6261Taxi
Livery,9375,ACTIVE,LINCOLN,MKT,2013,BLACK,Gasoline,N,AIBG INC.,2907 W. BELDEN AVE.,CHICAGO,IL,60647,,,9375Livery
Charter Sightseeing,9696,INACTIVE,FORD,ECONOLINE,2007,BLACK,Gasoline,N,TOWN & COUNTRY SYSTEMS CORP,858 W. ARMITAGE AVE.,CHICAGO,IL,60614,,,9696Charter Sightseeing
Taxi,2165,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,RIANA TAXI LLC,8639 W. CATHERINE AVE.,CHICAGO,IL,60656,Independent1,Owner-Operator,2165Taxi
Taxi,2827,VIOLATION,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,GERANIUM CORP.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,2827Taxi
Taxi,3405,VIOLATION,VPG,MV-1,2014,WHITE,Flex Fuel,Y,NOBLE CAB CO,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Chicago Taxicab Management Inc.,3405Taxi
Taxi,5511,REVOKED,TOYOTA,CAMRY,2017,WHITE,Hybrid,N,BEAUTIFUL CAB CO,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner-Operator,5511Taxi
Taxi,982,VIOLATION,TOYOTA,PRIUS,2011,WHITE,Hybrid,N,HOOMAN RIDE INC.,9696 W. FOSTER AVE.,CHICAGO,IL,60656,DIS-AFFILIATED,Owner Manager,982Taxi
Taxi,1415,ACTIVE,TOYOTA,HIGHLANDER,2019,BLACK,Hybrid,N,FELICITY LOGISTICS LLC,2532 W. WARREN BLVD.,CHICAGO,IL,60612,Independent1,Owner-Operator,1415Taxi
Livery,7203,ACTIVE,LINCOLN,CONTINENTAL,2020,BLACK,Gasoline,N,A LIMO FOR YOU CORPORATION,4250 N. MARINE DR.,CHICAGO,IL,60613,,,7203Livery
Taxi,5610,ACTIVE,TOYOTA,SIENNA,2017,WHITE/BLACK/STRIPES,Gasoline,N,AMONICUS UNIVERSAL INC,2532 W. WARREN BLVD.,CHICAGO,IL,60612,Independent1,Owner-Operator,5610Taxi
Taxi,5055,VIOLATION,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,RIVERSIDE TAXI CORP,5200 N. OTTO AVE.,CHICAGO,IL,60656,DIS-AFFILIATED,Owner Manager,5055Taxi
Ambulance,806113,INACTIVE,FORD,E350,2013,WHITE,Gasoline,N,ADVANTAGE AMBULANCE INC,22809  MUSTANG RD.,FRANKFORT,IL,60423,,,806113Ambulance
Ambulance,5706,INACTIVE,FORD,E350,2010,WHITE,Gasoline,N,MEDICAL EXPRESS AMBULANCE SERV,5650 W. HOWARD ST.,SKOKIE,IL,60077,,,5706Ambulance
